source_path,processed_path,filename,label,split,width,height,aspect_ratio,suffix
images/Cubism/konstantin-vasilyev_not-detected-272792.jpg,data/processed/test/Cubism/konstantin-vasilyev_not-detected-272792.jpg,konstantin-vasilyev_not-detected-272792.jpg,Cubism,test,480,500,0.96,.jpg
images/Cubism/leopold-survage_paysage-l-homme-dans-la-ville-1917.jpg,data/processed/test/Cubism/leopold-survage_paysage-l-homme-dans-la-ville-1917.jpg,leopold-survage_paysage-l-homme-dans-la-ville-1917.jpg,Cubism,test,416,500,0.832,.jpg
images/Cubism/louis-marcoussis_figures-and-marine-anchor-1930.jpg,data/processed/test/Cubism/louis-marcoussis_figures-and-marine-anchor-1930.jpg,louis-marcoussis_figures-and-marine-anchor-1930.jpg,Cubism,test,500,391,1.278772378516624,.jpg
images/Cubism/louis-marcoussis_la-table-1930.jpg,data/processed/test/Cubism/louis-marcoussis_la-table-1930.jpg,louis-marcoussis_la-table-1930.jpg,Cubism,test,358,500,0.716,.jpg
images/Cubism/louis-marcoussis_still-life-with-fish-1928.jpg,data/processed/test/Cubism/louis-marcoussis_still-life-with-fish-1928.jpg,louis-marcoussis_still-life-with-fish-1928.jpg,Cubism,test,500,384,1.3020833333333333,.jpg
images/Cubism/louis-schanker_football-1941.jpg,data/processed/test/Cubism/louis-schanker_football-1941.jpg,louis-schanker_football-1941.jpg,Cubism,test,449,500,0.898,.jpg
images/Cubism/luigi-russolo_soapdish-1929.jpg,data/processed/test/Cubism/luigi-russolo_soapdish-1929.jpg,luigi-russolo_soapdish-1929.jpg,Cubism,test,351,500,0.702,.jpg
images/Cubism/m-h-maxy_still-life.jpg,data/processed/test/Cubism/m-h-maxy_still-life.jpg,m-h-maxy_still-life.jpg,Cubism,test,384,500,0.768,.jpg
images/Cubism/marc-chagall_the-blue-house-1917.jpg,data/processed/test/Cubism/marc-chagall_the-blue-house-1917.jpg,marc-chagall_the-blue-house-1917.jpg,Cubism,test,500,339,1.4749262536873156,.jpg
images/Cubism/maurice-de-vlaminck_wines-liquors-1910.jpg,data/processed/test/Cubism/maurice-de-vlaminck_wines-liquors-1910.jpg,maurice-de-vlaminck_wines-liquors-1910.jpg,Cubism,test,500,396,1.2626262626262625,.jpg
images/Cubism/natalia-goncharova_airplane-over-train.jpg,data/processed/test/Cubism/natalia-goncharova_airplane-over-train.jpg,natalia-goncharova_airplane-over-train.jpg,Cubism,test,500,323,1.5479876160990713,.jpg
images/Cubism/natalia-goncharova_dynamo-machine.jpg,data/processed/test/Cubism/natalia-goncharova_dynamo-machine.jpg,natalia-goncharova_dynamo-machine.jpg,Cubism,test,397,500,0.794,.jpg
images/Cubism/natalia-goncharova_still-life-with-ham.jpg,data/processed/test/Cubism/natalia-goncharova_still-life-with-ham.jpg,natalia-goncharova_still-life-with-ham.jpg,Cubism,test,391,500,0.782,.jpg
images/Cubism/oleksandr-bogomazov_abstract-landscape-1915.jpg,data/processed/test/Cubism/oleksandr-bogomazov_abstract-landscape-1915.jpg,oleksandr-bogomazov_abstract-landscape-1915.jpg,Cubism,test,500,476,1.050420168067227,.jpg
images/Cubism/oleksandr-bogomazov_objectless-composistion.jpg,data/processed/test/Cubism/oleksandr-bogomazov_objectless-composistion.jpg,oleksandr-bogomazov_objectless-composistion.jpg,Cubism,test,500,430,1.1627906976744187,.jpg
images/Cubism/oleksandr-bogomazov_toys-1914.jpg,data/processed/test/Cubism/oleksandr-bogomazov_toys-1914.jpg,oleksandr-bogomazov_toys-1914.jpg,Cubism,test,492,500,0.984,.jpg
images/Cubism/olexandr-archipenko_the-gondolier.jpg,data/processed/test/Cubism/olexandr-archipenko_the-gondolier.jpg,olexandr-archipenko_the-gondolier.jpg,Cubism,test,375,500,0.75,.jpg
images/Cubism/olga-rozanova_tomatoes.jpg,data/processed/test/Cubism/olga-rozanova_tomatoes.jpg,olga-rozanova_tomatoes.jpg,Cubism,test,500,389,1.2853470437017995,.jpg
images/Cubism/pablo-picasso_pot-glass-and-book-1908.jpg,data/processed/test/Cubism/pablo-picasso_pot-glass-and-book-1908.jpg,pablo-picasso_pot-glass-and-book-1908.jpg,Cubism,test,410,500,0.82,.jpg
images/Cubism/pablo-picasso_woman-with-mandolin-1925.jpg,data/processed/test/Cubism/pablo-picasso_woman-with-mandolin-1925.jpg,pablo-picasso_woman-with-mandolin-1925.jpg,Cubism,test,357,500,0.714,.jpg
images/Cubism/paul-cezanne_chateau-noir-1.jpg,data/processed/test/Cubism/paul-cezanne_chateau-noir-1.jpg,paul-cezanne_chateau-noir-1.jpg,Cubism,test,500,391,1.278772378516624,.jpg
images/Cubism/paul-cezanne_in-the-park-of-the-chateau-noir.jpg,data/processed/test/Cubism/paul-cezanne_in-the-park-of-the-chateau-noir.jpg,paul-cezanne_in-the-park-of-the-chateau-noir.jpg,Cubism,test,370,500,0.74,.jpg
images/Cubism/vicente-manansala_birds-of-paradise.jpg,data/processed/test/Cubism/vicente-manansala_birds-of-paradise.jpg,vicente-manansala_birds-of-paradise.jpg,Cubism,test,500,368,1.358695652173913,.jpg
images/Impressionism/abdullah-suriosubroto_indonesian-landscape-3.jpg,data/processed/test/Impressionism/abdullah-suriosubroto_indonesian-landscape-3.jpg,abdullah-suriosubroto_indonesian-landscape-3.jpg,Impressionism,test,500,331,1.5105740181268883,.jpg
images/Impressionism/adam-baltatu_houses-in-bretania-1.jpg,data/processed/test/Impressionism/adam-baltatu_houses-in-bretania-1.jpg,adam-baltatu_houses-in-bretania-1.jpg,Impressionism,test,500,353,1.4164305949008498,.jpg
images/Impressionism/antoine-blanchard_omnibus-on-the-place-de-la-madeleine.jpg,data/processed/test/Impressionism/antoine-blanchard_omnibus-on-the-place-de-la-madeleine.jpg,antoine-blanchard_omnibus-on-the-place-de-la-madeleine.jpg,Impressionism,test,500,414,1.2077294685990339,.jpg
images/Impressionism/camille-pissarro_boulevard-montmartre-afternoon-sunlight-1897.jpg,data/processed/test/Impressionism/camille-pissarro_boulevard-montmartre-afternoon-sunlight-1897.jpg,camille-pissarro_boulevard-montmartre-afternoon-sunlight-1897.jpg,Impressionism,test,500,398,1.256281407035176,.jpg
images/Impressionism/childe-hassam_the-island-garden.jpg,data/processed/test/Impressionism/childe-hassam_the-island-garden.jpg,childe-hassam_the-island-garden.jpg,Impressionism,test,395,500,0.79,.jpg
images/Impressionism/claude-monet_misty-morning-on-the-seine-in-bue.jpg,data/processed/test/Impressionism/claude-monet_misty-morning-on-the-seine-in-bue.jpg,claude-monet_misty-morning-on-the-seine-in-bue.jpg,Impressionism,test,500,433,1.1547344110854503,.jpg
images/Impressionism/claude-monet_waterloo-bridge-sunlight-effect-5.jpg,data/processed/test/Impressionism/claude-monet_waterloo-bridge-sunlight-effect-5.jpg,claude-monet_waterloo-bridge-sunlight-effect-5.jpg,Impressionism,test,500,321,1.557632398753894,.jpg
images/Impressionism/eva-gonzales_portrait-of-a-young-woman.jpg,data/processed/test/Impressionism/eva-gonzales_portrait-of-a-young-woman.jpg,eva-gonzales_portrait-of-a-young-woman.jpg,Impressionism,test,424,500,0.848,.jpg
images/Impressionism/frank-johnston_thunderers-1920.jpg,data/processed/test/Impressionism/frank-johnston_thunderers-1920.jpg,frank-johnston_thunderers-1920.jpg,Impressionism,test,500,383,1.3054830287206267,.jpg
images/Impressionism/giovanni-boldini_nude-of-young-lady-on-couch.jpg,data/processed/test/Impressionism/giovanni-boldini_nude-of-young-lady-on-couch.jpg,giovanni-boldini_nude-of-young-lady-on-couch.jpg,Impressionism,test,500,299,1.6722408026755853,.jpg
images/Impressionism/gustave-caillebotte_yerres-on-the-pond-water-lilies.jpg,data/processed/test/Impressionism/gustave-caillebotte_yerres-on-the-pond-water-lilies.jpg,gustave-caillebotte_yerres-on-the-pond-water-lilies.jpg,Impressionism,test,500,351,1.4245014245014245,.jpg
images/Impressionism/gustave-loiseau_at-the-coast-of-normandy-1909.jpg,data/processed/test/Impressionism/gustave-loiseau_at-the-coast-of-normandy-1909.jpg,gustave-loiseau_at-the-coast-of-normandy-1909.jpg,Impressionism,test,500,412,1.2135922330097086,.jpg
images/Impressionism/guy-rose_winter.jpg,data/processed/test/Impressionism/guy-rose_winter.jpg,guy-rose_winter.jpg,Impressionism,test,500,407,1.2285012285012284,.jpg
images/Impressionism/henri-de-toulouse-lautrec_bouquet-of-violets-in-a-vase-1882.jpg,data/processed/test/Impressionism/henri-de-toulouse-lautrec_bouquet-of-violets-in-a-vase-1882.jpg,henri-de-toulouse-lautrec_bouquet-of-violets-in-a-vase-1882.jpg,Impressionism,test,391,500,0.782,.jpg
images/Impressionism/henri-le-fauconnier_flower-still-life.jpg,data/processed/test/Impressionism/henri-le-fauconnier_flower-still-life.jpg,henri-le-fauconnier_flower-still-life.jpg,Impressionism,test,500,500,1.0,.jpg
images/Impressionism/julian-alden-weir_the-birches-1903.jpg,data/processed/test/Impressionism/julian-alden-weir_the-birches-1903.jpg,julian-alden-weir_the-birches-1903.jpg,Impressionism,test,400,500,0.8,.jpg
images/Impressionism/konstantin-korovin_crimea-gursuf-1917.jpg,data/processed/test/Impressionism/konstantin-korovin_crimea-gursuf-1917.jpg,konstantin-korovin_crimea-gursuf-1917.jpg,Impressionism,test,500,381,1.3123359580052494,.jpg
images/Impressionism/konstantin-korovin_russia-festival.jpg,data/processed/test/Impressionism/konstantin-korovin_russia-festival.jpg,konstantin-korovin_russia-festival.jpg,Impressionism,test,500,406,1.2315270935960592,.jpg
images/Impressionism/maurice-utrillo_st-germain-church.jpg,data/processed/test/Impressionism/maurice-utrillo_st-germain-church.jpg,maurice-utrillo_st-germain-church.jpg,Impressionism,test,408,500,0.816,.jpg
images/Impressionism/nikola-tanev_winter-in-innsbruck.jpg,data/processed/test/Impressionism/nikola-tanev_winter-in-innsbruck.jpg,nikola-tanev_winter-in-innsbruck.jpg,Impressionism,test,500,372,1.3440860215053763,.jpg
images/Impressionism/paul-cezanne_chestnut-trees-and-farmstead-of-jas-de-bouffin-1876.jpg,data/processed/test/Impressionism/paul-cezanne_chestnut-trees-and-farmstead-of-jas-de-bouffin-1876.jpg,paul-cezanne_chestnut-trees-and-farmstead-of-jas-de-bouffin-1876.jpg,Impressionism,test,500,377,1.3262599469496021,.jpg
images/Impressionism/paul-cezanne_self-portrait-with-white-turbaned-1882.jpg,data/processed/test/Impressionism/paul-cezanne_self-portrait-with-white-turbaned-1882.jpg,paul-cezanne_self-portrait-with-white-turbaned-1882.jpg,Impressionism,test,409,500,0.818,.jpg
images/Impressionism/paul-gauguin_landscape-at-pont-aven-1886.jpg,data/processed/test/Impressionism/paul-gauguin_landscape-at-pont-aven-1886.jpg,paul-gauguin_landscape-at-pont-aven-1886.jpg,Impressionism,test,500,400,1.25,.jpg
images/Impressionism/pierre-auguste-renoir_banks-of-the-river-1.jpg,data/processed/test/Impressionism/pierre-auguste-renoir_banks-of-the-river-1.jpg,pierre-auguste-renoir_banks-of-the-river-1.jpg,Impressionism,test,445,500,0.89,.jpg
images/Impressionism/pierre-auguste-renoir_gabrielle-in-a-chemise-1905.jpg,data/processed/test/Impressionism/pierre-auguste-renoir_gabrielle-in-a-chemise-1905.jpg,pierre-auguste-renoir_gabrielle-in-a-chemise-1905.jpg,Impressionism,test,500,474,1.0548523206751055,.jpg
images/Impressionism/pierre-auguste-renoir_roses-in-a-vase-1876.jpg,data/processed/test/Impressionism/pierre-auguste-renoir_roses-in-a-vase-1876.jpg,pierre-auguste-renoir_roses-in-a-vase-1876.jpg,Impressionism,test,408,500,0.816,.jpg
images/Impressionism/raoul-dufy_martigues.jpg,data/processed/test/Impressionism/raoul-dufy_martigues.jpg,raoul-dufy_martigues.jpg,Impressionism,test,500,349,1.4326647564469914,.jpg
images/Impressionism/stefan-luchian_artist-s-studio.jpg,data/processed/test/Impressionism/stefan-luchian_artist-s-studio.jpg,stefan-luchian_artist-s-studio.jpg,Impressionism,test,388,500,0.776,.jpg
images/Impressionism/thalia-flora-karavia_path-in-the-forest.jpg,data/processed/test/Impressionism/thalia-flora-karavia_path-in-the-forest.jpg,thalia-flora-karavia_path-in-the-forest.jpg,Impressionism,test,368,500,0.736,.jpg
images/Impressionism/theo-van-rysselberghe_rain-jersey-1907.jpg,data/processed/test/Impressionism/theo-van-rysselberghe_rain-jersey-1907.jpg,theo-van-rysselberghe_rain-jersey-1907.jpg,Impressionism,test,500,319,1.567398119122257,.jpg
images/Impressionism/vincent-van-gogh_peasant-woman-with-a-rake-after-millet-1889.jpg,data/processed/test/Impressionism/vincent-van-gogh_peasant-woman-with-a-rake-after-millet-1889.jpg,vincent-van-gogh_peasant-woman-with-a-rake-after-millet-1889.jpg,Impressionism,test,304,500,0.608,.jpg
images/Impressionism/vincent-van-gogh_self-portrait-with-straw-hat-1887-2.jpg,data/processed/test/Impressionism/vincent-van-gogh_self-portrait-with-straw-hat-1887-2.jpg,vincent-van-gogh_self-portrait-with-straw-hat-1887-2.jpg,Impressionism,test,380,500,0.76,.jpg
images/Impressionism/vincent-van-gogh_the-rocks-with-oak-tree-1888.jpg,data/processed/test/Impressionism/vincent-van-gogh_the-rocks-with-oak-tree-1888.jpg,vincent-van-gogh_the-rocks-with-oak-tree-1888.jpg,Impressionism,test,500,420,1.1904761904761905,.jpg
images/Impressionism/vincent-van-gogh_view-of-saintes-maries-with-church-and-ramparts-1888.jpg,data/processed/test/Impressionism/vincent-van-gogh_view-of-saintes-maries-with-church-and-ramparts-1888.jpg,vincent-van-gogh_view-of-saintes-maries-with-church-and-ramparts-1888.jpg,Impressionism,test,500,354,1.4124293785310735,.jpg
images/Impressionism/vladimir-dimitrov_unknown-title-28.jpg,data/processed/test/Impressionism/vladimir-dimitrov_unknown-title-28.jpg,vladimir-dimitrov_unknown-title-28.jpg,Impressionism,test,500,364,1.3736263736263736,.jpg
images/Impressionism/william-merritt-chase_shinnecock-landscape.jpg,data/processed/test/Impressionism/william-merritt-chase_shinnecock-landscape.jpg,william-merritt-chase_shinnecock-landscape.jpg,Impressionism,test,500,334,1.4970059880239521,.jpg
images/Japonism/edouard-vuillard_the-avenue.jpg,data/processed/test/Japonism/edouard-vuillard_the-avenue.jpg,edouard-vuillard_the-avenue.jpg,Japonism,test,500,380,1.3157894736842106,.jpg
images/Japonism/edouard-vuillard_the-flowered-dress.jpg,data/processed/test/Japonism/edouard-vuillard_the-flowered-dress.jpg,edouard-vuillard_the-flowered-dress.jpg,Japonism,test,500,411,1.2165450121654502,.jpg
images/Japonism/ernst-ludwig-kirchner_dodo-with-a-japanese-umbrella.jpg,data/processed/test/Japonism/ernst-ludwig-kirchner_dodo-with-a-japanese-umbrella.jpg,ernst-ludwig-kirchner_dodo-with-a-japanese-umbrella.jpg,Japonism,test,408,500,0.816,.jpg
images/Japonism/ernst-ludwig-kirchner_japanese-parasol.jpg,data/processed/test/Japonism/ernst-ludwig-kirchner_japanese-parasol.jpg,ernst-ludwig-kirchner_japanese-parasol.jpg,Japonism,test,438,500,0.876,.jpg
images/Japonism/hiroshige_a-snowy-gorge.jpg,data/processed/test/Japonism/hiroshige_a-snowy-gorge.jpg,hiroshige_a-snowy-gorge.jpg,Japonism,test,164,500,0.328,.jpg
images/Japonism/hiroshige_alighting-geese-at-massaki-1825.jpg,data/processed/test/Japonism/hiroshige_alighting-geese-at-massaki-1825.jpg,hiroshige_alighting-geese-at-massaki-1825.jpg,Japonism,test,500,342,1.4619883040935673,.jpg
images/Japonism/hiroshige_hydrangea-and-kingfisher.jpg,data/processed/test/Japonism/hiroshige_hydrangea-and-kingfisher.jpg,hiroshige_hydrangea-and-kingfisher.jpg,Japonism,test,230,500,0.46,.jpg
images/Japonism/hiroshige_moon-swallows-and-peach-blossoms.jpg,data/processed/test/Japonism/hiroshige_moon-swallows-and-peach-blossoms.jpg,hiroshige_moon-swallows-and-peach-blossoms.jpg,Japonism,test,225,500,0.45,.jpg
images/Japonism/ito-jakuchu_birds-animals-and-flowering-plants-in-imaginary-scene.jpg,data/processed/test/Japonism/ito-jakuchu_birds-animals-and-flowering-plants-in-imaginary-scene.jpg,ito-jakuchu_birds-animals-and-flowering-plants-in-imaginary-scene.jpg,Japonism,test,500,188,2.6595744680851063,.jpg
images/Japonism/ito-jakuchu_roses-bara-shou-kin-zu.jpg,data/processed/test/Japonism/ito-jakuchu_roses-bara-shou-kin-zu.jpg,ito-jakuchu_roses-bara-shou-kin-zu.jpg,Japonism,test,271,500,0.542,.jpg
images/Japonism/ito-jakuchu_willow-tree-and-mandarin-ducks-in-the-snow.jpg,data/processed/test/Japonism/ito-jakuchu_willow-tree-and-mandarin-ducks-in-the-snow.jpg,ito-jakuchu_willow-tree-and-mandarin-ducks-in-the-snow.jpg,Japonism,test,271,500,0.542,.jpg
images/Japonism/james-mcneill-whistler_the-japanese-dress-1890.jpg,data/processed/test/Japonism/james-mcneill-whistler_the-japanese-dress-1890.jpg,james-mcneill-whistler_the-japanese-dress-1890.jpg,Japonism,test,327,500,0.654,.jpg
images/Japonism/katsushika-hokusai_a-leather-pouch-with-kagami.jpg,data/processed/test/Japonism/katsushika-hokusai_a-leather-pouch-with-kagami.jpg,katsushika-hokusai_a-leather-pouch-with-kagami.jpg,Japonism,test,450,500,0.9,.jpg
images/Japonism/katsushika-hokusai_baku.jpg,data/processed/test/Japonism/katsushika-hokusai_baku.jpg,katsushika-hokusai_baku.jpg,Japonism,test,351,500,0.702,.jpg
images/Japonism/katsushika-hokusai_bluebells-and-dragonflies.jpg,data/processed/test/Japonism/katsushika-hokusai_bluebells-and-dragonflies.jpg,katsushika-hokusai_bluebells-and-dragonflies.jpg,Japonism,test,500,343,1.4577259475218658,.jpg
images/Japonism/katsushika-hokusai_irises.jpg,data/processed/test/Japonism/katsushika-hokusai_irises.jpg,katsushika-hokusai_irises.jpg,Japonism,test,500,327,1.529051987767584,.jpg
images/Japonism/katsushika-hokusai_morning-glories-in-flowers-and-buds-1832.jpg,data/processed/test/Japonism/katsushika-hokusai_morning-glories-in-flowers-and-buds-1832.jpg,katsushika-hokusai_morning-glories-in-flowers-and-buds-1832.jpg,Japonism,test,345,500,0.69,.jpg
images/Japonism/katsushika-hokusai_oni-pelted-by-beans.jpg,data/processed/test/Japonism/katsushika-hokusai_oni-pelted-by-beans.jpg,katsushika-hokusai_oni-pelted-by-beans.jpg,Japonism,test,500,341,1.466275659824047,.jpg
