source_path,filename,label,width,height,aspect_ratio,suffix
images/ArtDeco/tamara-de-lempicka_portrait-of-the-marquis-d-afflito-1925.jpg,tamara-de-lempicka_portrait-of-the-marquis-d-afflito-1925.jpg,ArtDeco,500,308,1.6233766233766234,.jpg
images/ArtDeco/tamara-de-lempicka_still-life-with-grapes.jpg,tamara-de-lempicka_still-life-with-grapes.jpg,ArtDeco,500,372,1.3440860215053763,.jpg
images/ArtDeco/tamara-de-lempicka_the-communicant-1928.jpg,tamara-de-lempicka_the-communicant-1928.jpg,ArtDeco,306,500,0.612,.jpg
images/ArtDeco/tamara-de-lempicka_wide-brimmed-hat-1933.jpg,tamara-de-lempicka_wide-brimmed-hat-1933.jpg,ArtDeco,347,470,0.7382978723404255,.jpg
images/ArtDeco/zinaida-serebriakova_basket-of-apples-1934.jpg,zinaida-serebriakova_basket-of-apples-1934.jpg,ArtDeco,500,417,1.1990407673860912,.jpg
images/ArtDeco/zinaida-serebriakova_basket-with-grapes-and-peaches-1931.jpg,zinaida-serebriakova_basket-with-grapes-and-peaches-1931.jpg,ArtDeco,500,408,1.2254901960784315,.jpg
images/ArtDeco/zinaida-serebriakova_portrait-of-e-i-zolotarevskii-in-childhood-1922.jpg,zinaida-serebriakova_portrait-of-e-i-zolotarevskii-in-childhood-1922.jpg,ArtDeco,391,500,0.782,.jpg
images/ArtDeco/zinaida-serebriakova_still-life-with-a-basket-of-pears-1932.jpg,zinaida-serebriakova_still-life-with-a-basket-of-pears-1932.jpg,ArtDeco,500,414,1.2077294685990339,.jpg
images/ArtDeco/zinaida-serebriakova_still-life-with-apples-and-a-round-bread-1948.jpg,zinaida-serebriakova_still-life-with-apples-and-a-round-bread-1948.jpg,ArtDeco,500,403,1.2406947890818858,.jpg
images/ArtDeco/zinaida-serebriakova_still-life-with-asparagus-and-strawberries-1932.jpg,zinaida-serebriakova_still-life-with-asparagus-and-strawberries-1932.jpg,ArtDeco,500,410,1.2195121951219512,.jpg
images/cartoon/011.jpg,011.jpg,cartoon,500,400,1.25,.jpg
images/cartoon/1222402287_ddvip_9112.jpg,1222402287_ddvip_9112.jpg,cartoon,500,285,1.7543859649122806,.jpg
images/cartoon/1314924322-20.jpg,1314924322-20.jpg,cartoon,500,389,1.2853470437017995,.jpg
images/cartoon/1322826305856_6qmwy5.jpg,1322826305856_6qmwy5.jpg,cartoon,500,281,1.7793594306049823,.jpg
images/cartoon/13728611833234598506.jpg,13728611833234598506.jpg,cartoon,399,333,1.1981981981981982,.jpg
images/cartoon/2010062416162654.jpg,2010062416162654.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/20101129204145-452523713.jpg,20101129204145-452523713.jpg,cartoon,500,389,1.2853470437017995,.jpg
images/cartoon/20120530110557_KefTG.thumb.600_0.jpg,20120530110557_KefTG.thumb.600_0.jpg,cartoon,500,296,1.6891891891891893,.jpg
images/cartoon/24331e5f-d78b-49e0-8d33-7c2b8fa5086f.jpg,24331e5f-d78b-49e0-8d33-7c2b8fa5086f.jpg,cartoon,500,282,1.7730496453900708,.jpg
images/cartoon/47713.jpg,47713.jpg,cartoon,500,351,1.4245014245014245,.jpg
images/cartoon/493002902911.jpg,493002902911.jpg,cartoon,500,282,1.7730496453900708,.jpg
images/cartoon/51b81f56ee15283311.jpg,51b81f56ee15283311.jpg,cartoon,500,282,1.7730496453900708,.jpg
images/cartoon/5wif4oaex4j7.jpg,5wif4oaex4j7.jpg,cartoon,448,249,1.7991967871485943,.jpg
images/cartoon/608-01089397w.jpg,608-01089397w.jpg,cartoon,500,341,1.466275659824047,.jpg
images/cartoon/952441_133603958666YQ.jpg,952441_133603958666YQ.jpg,cartoon,500,352,1.4204545454545454,.jpg
images/cartoon/9MDDBKQ349GA0031.550x.0.jpg,9MDDBKQ349GA0031.550x.0.jpg,cartoon,500,281,1.7793594306049823,.jpg
images/cartoon/astro-boy-cartoon-10-2-s-307x512.jpg,astro-boy-cartoon-10-2-s-307x512.jpg,cartoon,500,268,1.8656716417910448,.jpg
images/cartoon/Autumn_Saver_6371.jpg,Autumn_Saver_6371.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/Bart-Simpson-Animation-Cartoon-Movie.jpg,Bart-Simpson-Animation-Cartoon-Movie.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/beautyful.jpg,beautyful.jpg,cartoon,300,168,1.7857142857142858,.jpg
images/cartoon/bg001.jpg,bg001.jpg,cartoon,480,360,1.3333333333333333,.jpg
images/cartoon/cartoon-bear-scene-40.jpg,cartoon-bear-scene-40.jpg,cartoon,500,297,1.6835016835016836,.jpg
images/cartoon/Cartoon-Kal-full.jpg,Cartoon-Kal-full.jpg,cartoon,500,400,1.25,.jpg
images/cartoon/chibi-maruko-screenshot-03-serie-dibujos-anime-japanese-cartoon-show.jpg,chibi-maruko-screenshot-03-serie-dibujos-anime-japanese-cartoon-show.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/daily-cartoon-131119-465.jpg,daily-cartoon-131119-465.jpg,cartoon,500,455,1.098901098901099,.jpg
images/cartoon/depositphotos_29165579-Cartoon-street-map-seamless-pattern.jpg,depositphotos_29165579-Cartoon-street-map-seamless-pattern.jpg,cartoon,500,223,2.242152466367713,.jpg
images/cartoon/Disney-Valentines-Day-Mulan-Wallpaper.jpg,Disney-Valentines-Day-Mulan-Wallpaper.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/download (1).jpg,download (1).jpg,cartoon,228,221,1.0316742081447965,.jpg
images/cartoon/download.jpg,download.jpg,cartoon,251,201,1.2487562189054726,.jpg
images/cartoon/F5S001.jpg,F5S001.jpg,cartoon,472,356,1.3258426966292134,.jpg
images/cartoon/Fondo-de-pantalla-Manga-2.jpg,Fondo-de-pantalla-Manga-2.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/forest02.jpg,forest02.jpg,cartoon,500,334,1.4970059880239521,.jpg
images/cartoon/free_islamic_cartoon_screensaver-567782.jpg,free_islamic_cartoon_screensaver-567782.jpg,cartoon,458,500,0.916,.jpg
images/cartoon/FreeGreatPicture.com-21660-cartoon-childhood-dream.jpg,FreeGreatPicture.com-21660-cartoon-childhood-dream.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/Genshiken_-_anime_screenshot.jpg,Genshiken_-_anime_screenshot.jpg,cartoon,320,180,1.7777777777777777,.jpg
images/cartoon/inside.jpg,inside.jpg,cartoon,299,169,1.7692307692307692,.jpg
images/cartoon/Japanese_cartoon_3f_07.jpg,Japanese_cartoon_3f_07.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/KaiEezi_ZamJam-market_03015_left.0139.jpg,KaiEezi_ZamJam-market_03015_left.0139.jpg,cartoon,500,276,1.8115942028985508,.jpg
images/cartoon/Kids-1.jpg,Kids-1.jpg,cartoon,467,500,0.934,.jpg
images/cartoon/Kids-2.jpg,Kids-2.jpg,cartoon,446,500,0.892,.jpg
images/cartoon/kids-tv-shows-movies-2-0-s-307x512.jpg,kids-tv-shows-movies-2-0-s-307x512.jpg,cartoon,491,307,1.5993485342019544,.jpg
images/cartoon/kids0.jpg,kids0.jpg,cartoon,480,360,1.3333333333333333,.jpg
images/cartoon/m_1274932356416.jpg,m_1274932356416.jpg,cartoon,500,342,1.4619883040935673,.jpg
images/cartoon/m_1283860568766.jpg,m_1283860568766.jpg,cartoon,500,350,1.4285714285714286,.jpg
images/cartoon/mamhua.jpg,mamhua.jpg,cartoon,500,288,1.7361111111111112,.jpg
images/cartoon/manhua2.jpg,manhua2.jpg,cartoon,265,190,1.394736842105263,.jpg
images/cartoon/manhua3.jpg,manhua3.jpg,cartoon,351,500,0.702,.jpg
images/cartoon/N64_NA_SouthPark.jpg,N64_NA_SouthPark.jpg,cartoon,500,366,1.366120218579235,.jpg
images/cartoon/Nezha-Conquers-the-Dragon-King2.jpg,Nezha-Conquers-the-Dragon-King2.jpg,cartoon,470,352,1.3352272727272727,.jpg
images/cartoon/night.jpg,night.jpg,cartoon,251,201,1.2487562189054726,.jpg
images/cartoon/noddy_cartoon.jpg,noddy_cartoon.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/personal11.jpg,personal11.jpg,cartoon,500,341,1.466275659824047,.jpg
images/cartoon/popb100916.jpg,popb100916.jpg,cartoon,298,223,1.336322869955157,.jpg
images/cartoon/rainbow.jpg,rainbow.jpg,cartoon,275,183,1.5027322404371584,.jpg
images/cartoon/rapunzel-tower-23516250.jpg,rapunzel-tower-23516250.jpg,cartoon,400,400,1.0,.jpg
images/cartoon/scene_.jpg,scene_.jpg,cartoon,80,82,0.975609756097561,.jpg
images/cartoon/scene_cartoon_by_eydam.jpg,scene_cartoon_by_eydam.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/school_hair_cartoon.jpg,school_hair_cartoon.jpg,cartoon,360,445,0.8089887640449438,.jpg
images/cartoon/ScreenShot002.jpg,ScreenShot002.jpg,cartoon,499,320,1.559375,.jpg
images/cartoon/sfondocolombacartoonsandmovies.jpg,sfondocolombacartoonsandmovies.jpg,cartoon,500,313,1.597444089456869,.jpg
images/cartoon/simpsonsintronew.jpg,simpsonsintronew.jpg,cartoon,480,276,1.7391304347826086,.jpg
images/cartoon/Sleeping-Beauty.jpg,Sleeping-Beauty.jpg,cartoon,500,284,1.7605633802816902,.jpg
images/cartoon/Snow-White-Aurora-Jasmine-disney-princess-17324013-1024-768.jpg,Snow-White-Aurora-Jasmine-disney-princess-17324013-1024-768.jpg,cartoon,500,375,1.3333333333333333,.jpg
images/cartoon/southparkboys_medium.jpg,southparkboys_medium.jpg,cartoon,500,311,1.607717041800643,.jpg
images/cartoon/stag_night_cartoon.jpg,stag_night_cartoon.jpg,cartoon,475,369,1.2872628726287263,.jpg
images/cartoon/stock-vector-cartoon-street-in-winter-40035562.jpg,stock-vector-cartoon-street-in-winter-40035562.jpg,cartoon,450,455,0.989010989010989,.jpg
images/cartoon/stock-vector-farm-illustration-funny-cartoon-and-vector-scene-43613791.jpg,stock-vector-farm-illustration-funny-cartoon-and-vector-scene-43613791.jpg,cartoon,450,377,1.193633952254642,.jpg
images/cartoon/stock-vector-summer-fairytale-town-street-cartoon-85532080.jpg,stock-vector-summer-fairytale-town-street-cartoon-85532080.jpg,cartoon,450,322,1.3975155279503106,.jpg
images/cartoon/street_57895.jpg,street_57895.jpg,cartoon,499,382,1.306282722513089,.jpg
images/cartoon/Titanic-cartoon-movie-pic3.jpg,Titanic-cartoon-movie-pic3.jpg,cartoon,500,223,2.242152466367713,.jpg
images/cartoon/trees.jpg,trees.jpg,cartoon,228,221,1.0316742081447965,.jpg
images/cartoon/unnamed.jpg,unnamed.jpg,cartoon,500,282,1.7730496453900708,.jpg
images/cartoon/Vector_illustration_of_Happy_family_Fapp_04.jpg,Vector_illustration_of_Happy_family_Fapp_04.jpg,cartoon,500,313,1.597444089456869,.jpg
images/cartoon/we-without-wings-under-the-innocent-sky.jpg,we-without-wings-under-the-innocent-sky.jpg,cartoon,500,282,1.7730496453900708,.jpg
images/cartoon/Wonder-Woman-Animated-Movie-Screenshot.jpg,Wonder-Woman-Animated-Movie-Screenshot.jpg,cartoon,500,264,1.893939393939394,.jpg
images/Cubism/albert-gleizes_femme-cubiste-1921.jpg,albert-gleizes_femme-cubiste-1921.jpg,Cubism,351,480,0.73125,.jpg
images/Cubism/albert-gleizes_landscape-with-bridge-and-viaduct-1910.jpg,albert-gleizes_landscape-with-bridge-and-viaduct-1910.jpg,Cubism,334,420,0.7952380952380952,.jpg
images/Cubism/albert-gleizes_new-york-1915.jpg,albert-gleizes_new-york-1915.jpg,Cubism,347,432,0.8032407407407407,.jpg
images/Cubism/albert-gleizes_on-a-sailboat.jpg,albert-gleizes_on-a-sailboat.jpg,Cubism,383,500,0.766,.jpg
images/Cubism/albert-gleizes_untitled-2.jpg,albert-gleizes_untitled-2.jpg,Cubism,341,500,0.682,.jpg
images/Cubism/aleksandra-ekster_bridge-sevres-1912.jpg,aleksandra-ekster_bridge-sevres-1912.jpg,Cubism,386,500,0.772,.jpg
images/Cubism/aleksandra-ekster_city-1913.jpg,aleksandra-ekster_city-1913.jpg,Cubism,397,500,0.794,.jpg
images/Cubism/aleksandra-ekster_city-at-night-1919.jpg,aleksandra-ekster_city-at-night-1919.jpg,Cubism,400,500,0.8,.jpg
images/Cubism/aleksandra-ekster_cityscape-composition-1916.jpg,aleksandra-ekster_cityscape-composition-1916.jpg,Cubism,373,500,0.746,.jpg
images/Cubism/aleksandra-ekster_costume-design-1.jpg,aleksandra-ekster_costume-design-1.jpg,Cubism,326,500,0.652,.jpg
images/Cubism/aleksandra-ekster_costume-design-for-modern-khlestakov-1921.jpg,aleksandra-ekster_costume-design-for-modern-khlestakov-1921.jpg,Cubism,500,412,1.2135922330097086,.jpg
images/Cubism/aleksandra-ekster_costume-design-for-salome-1917.jpg,aleksandra-ekster_costume-design-for-salome-1917.jpg,Cubism,388,500,0.776,.jpg
images/Cubism/aleksandra-ekster_costume-for-romeo-and-juliet-1920.jpg,aleksandra-ekster_costume-for-romeo-and-juliet-1920.jpg,Cubism,352,500,0.704,.jpg
images/Cubism/aleksandra-ekster_florence-1915.jpg,aleksandra-ekster_florence-1915.jpg,Cubism,500,370,1.3513513513513513,.jpg
images/Cubism/aleksandra-ekster_genoa-1914.jpg,aleksandra-ekster_genoa-1914.jpg,Cubism,364,500,0.728,.jpg
images/Cubism/aleksandra-ekster_interno-cubista-1912.jpg,aleksandra-ekster_interno-cubista-1912.jpg,Cubism,400,484,0.8264462809917356,.jpg
images/Cubism/aleksandra-ekster_romeo-and-juliet-costume-for-first-mask-at-ball-1921.jpg,aleksandra-ekster_romeo-and-juliet-costume-for-first-mask-at-ball-1921.jpg,Cubism,321,500,0.642,.jpg
images/Cubism/aleksandra-ekster_still-life-1913.jpg,aleksandra-ekster_still-life-1913.jpg,Cubism,376,500,0.752,.jpg
images/Cubism/aleksandra-ekster_still-life-bowl-of-cherries-1914.jpg,aleksandra-ekster_still-life-bowl-of-cherries-1914.jpg,Cubism,400,500,0.8,.jpg
images/Cubism/aleksandra-ekster_still-life-with-egg-1915.jpg,aleksandra-ekster_still-life-with-egg-1915.jpg,Cubism,390,500,0.78,.jpg
images/Cubism/aleksandra-ekster_three-female-figures-1910.jpg,aleksandra-ekster_three-female-figures-1910.jpg,Cubism,467,500,0.934,.jpg
images/Cubism/aleksandra-ekster_venice-1915.jpg,aleksandra-ekster_venice-1915.jpg,Cubism,385,500,0.77,.jpg
images/Cubism/aleksandra-ekster_view-of-paris-1912.jpg,aleksandra-ekster_view-of-paris-1912.jpg,Cubism,500,306,1.6339869281045751,.jpg
images/Cubism/aleksandra-ekster_view-of-the-bridge-1938-1.jpg,aleksandra-ekster_view-of-the-bridge-1938-1.jpg,Cubism,500,295,1.694915254237288,.jpg
images/Cubism/aleksandra-ekster_view-of-the-bridge-1938.jpg,aleksandra-ekster_view-of-the-bridge-1938.jpg,Cubism,500,333,1.5015015015015014,.jpg
images/Cubism/aleksandra-ekster_wine-1914.jpg,aleksandra-ekster_wine-1914.jpg,Cubism,500,401,1.2468827930174564,.jpg
images/Cubism/aleksandra-ekster_women-s-costume-for-the-spanish-dance-1920-2.jpg,aleksandra-ekster_women-s-costume-for-the-spanish-dance-1920-2.jpg,Cubism,340,500,0.68,.jpg
images/Cubism/aleksandra-ekster_women-s-costume-for-the-spanish-dance-1920.jpg,aleksandra-ekster_women-s-costume-for-the-spanish-dance-1920.jpg,Cubism,335,500,0.67,.jpg
images/Cubism/alfred-manessier_david-1948.jpg,alfred-manessier_david-1948.jpg,Cubism,397,500,0.794,.jpg
images/Cubism/amadeo-de-souza-cardoso_basque-landscape-1914.jpg,amadeo-de-souza-cardoso_basque-landscape-1914.jpg,Cubism,400,500,0.8,.jpg
images/Cubism/amadeo-de-souza-cardoso_composition-with-guitar.jpg,amadeo-de-souza-cardoso_composition-with-guitar.jpg,Cubism,388,500,0.776,.jpg
images/Cubism/amadeo-de-souza-cardoso_untitled-boats-1913.jpg,amadeo-de-souza-cardoso_untitled-boats-1913.jpg,Cubism,500,372,1.3440860215053763,.jpg
images/Cubism/andr-lhote_l-atelier-sur-la-terrasse-de-mirmande-1957.jpg,andr-lhote_l-atelier-sur-la-terrasse-de-mirmande-1957.jpg,Cubism,500,400,1.25,.jpg
images/Cubism/andr-lhote_le-port-de-bordeaux-1915.jpg,andr-lhote_le-port-de-bordeaux-1915.jpg,Cubism,500,332,1.5060240963855422,.jpg
images/Cubism/andr-lhote_mirmande-1930.jpg,andr-lhote_mirmande-1930.jpg,Cubism,500,396,1.2626262626262625,.jpg
images/Cubism/andr-lhote_nature-morte-au-chinois-1930.jpg,andr-lhote_nature-morte-au-chinois-1930.jpg,Cubism,500,369,1.3550135501355014,.jpg
images/Cubism/andr-lhote_sur-la-terrasse-1945.jpg,andr-lhote_sur-la-terrasse-1945.jpg,Cubism,357,480,0.74375,.jpg
images/Cubism/andre-derain_a-village.jpg,andre-derain_a-village.jpg,Cubism,500,371,1.3477088948787062,.jpg
images/Cubism/andre-derain_vista-de-saint-paul-de-vence-1910.jpg,andre-derain_vista-de-saint-paul-de-vence-1910.jpg,Cubism,500,369,1.3550135501355014,.jpg
images/Cubism/andre-masson_birds-and-masks.jpg,andre-masson_birds-and-masks.jpg,Cubism,241,209,1.1531100478468899,.jpg
images/Cubism/andre-masson_card-trick.jpg,andre-masson_card-trick.jpg,Cubism,280,420,0.6666666666666666,.jpg
images/Cubism/andre-masson_no-name-7.jpg,andre-masson_no-name-7.jpg,Cubism,432,500,0.864,.jpg
images/Cubism/andre-masson_reclining-nude-1956.jpg,andre-masson_reclining-nude-1956.jpg,Cubism,500,389,1.2853470437017995,.jpg
images/Cubism/aristarkh-lentulov_bells-ivan-the-great-bell-1915.jpg,aristarkh-lentulov_bells-ivan-the-great-bell-1915.jpg,Cubism,500,442,1.1312217194570136,.jpg
images/Cubism/aristarkh-lentulov_churches-1916.jpg,aristarkh-lentulov_churches-1916.jpg,Cubism,495,500,0.99,.jpg
images/Cubism/aristarkh-lentulov_churches-new-jerusalem-1917.jpg,aristarkh-lentulov_churches-new-jerusalem-1917.jpg,Cubism,485,500,0.97,.jpg
images/Cubism/aristarkh-lentulov_gursuf-1913.jpg,aristarkh-lentulov_gursuf-1913.jpg,Cubism,500,466,1.0729613733905579,.jpg
images/Cubism/aristarkh-lentulov_landscape-with-a-red-house-1917.jpg,aristarkh-lentulov_landscape-with-a-red-house-1917.jpg,Cubism,499,500,0.998,.jpg
images/Cubism/aristarkh-lentulov_landscape-with-dry-trees-and-tall-buildings-1920.jpg,aristarkh-lentulov_landscape-with-dry-trees-and-tall-buildings-1920.jpg,Cubism,500,364,1.3736263736263736,.jpg
images/Cubism/aristarkh-lentulov_landscape-with-the-monastery-walls-1920.jpg,aristarkh-lentulov_landscape-with-the-monastery-walls-1920.jpg,Cubism,500,408,1.2254901960784315,.jpg
images/Cubism/aristarkh-lentulov_landscape-with-white-house-and-the-yellow-gate-1922.jpg,aristarkh-lentulov_landscape-with-white-house-and-the-yellow-gate-1922.jpg,Cubism,490,500,0.98,.jpg
images/Cubism/aristarkh-lentulov_moscow-1913.jpg,aristarkh-lentulov_moscow-1913.jpg,Cubism,500,472,1.0593220338983051,.jpg
images/Cubism/aristarkh-lentulov_nebozvon-skybell-1919.jpg,aristarkh-lentulov_nebozvon-skybell-1919.jpg,Cubism,500,372,1.3440860215053763,.jpg
images/Cubism/aristarkh-lentulov_portrait-of-artist-s-wife-and-daughter-1915.jpg,aristarkh-lentulov_portrait-of-artist-s-wife-and-daughter-1915.jpg,Cubism,434,500,0.868,.jpg
images/Cubism/aristarkh-lentulov_saint-basil-s-cathedral-1913.jpg,aristarkh-lentulov_saint-basil-s-cathedral-1913.jpg,Cubism,450,500,0.9,.jpg
