split,path,label_idx,label
train,/content/bostongene_project/image_classification_project/data/processed/train/ArtDeco/zinaida-serebriakova_basket-with-grapes-and-peaches-1931.jpg,0,ArtDeco
train,/content/bostongene_project/image_classification_project/data/processed/train/ArtDeco/zinaida-serebriakova_portrait-of-e-i-zolotarevskii-in-childhood-1922.jpg,0,ArtDeco
train,/content/bostongene_project/image_classification_project/data/processed/train/ArtDeco/zinaida-serebriakova_still-life-with-a-basket-of-pears-1932.jpg,0,ArtDeco
train,/content/bostongene_project/image_classification_project/data/processed/train/ArtDeco/zinaida-serebriakova_still-life-with-apples-and-a-round-bread-1948.jpg,0,ArtDeco
train,/content/bostongene_project/image_classification_project/data/processed/train/ArtDeco/zinaida-serebriakova_still-life-with-asparagus-and-strawberries-1932.jpg,0,ArtDeco
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/albert-gleizes_femme-cubiste-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/albert-gleizes_new-york-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/albert-gleizes_on-a-sailboat.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_bridge-sevres-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_city-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_city-at-night-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_costume-design-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_costume-design-for-modern-khlestakov-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_costume-design-for-salome-1917.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_florence-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_interno-cubista-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_romeo-and-juliet-costume-for-first-mask-at-ball-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_still-life-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_still-life-bowl-of-cherries-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_still-life-with-egg-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_three-female-figures-1910.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_venice-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_view-of-paris-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_view-of-the-bridge-1938-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_view-of-the-bridge-1938.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_wine-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aleksandra-ekster_women-s-costume-for-the-spanish-dance-1920-2.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/amadeo-de-souza-cardoso_basque-landscape-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/amadeo-de-souza-cardoso_composition-with-guitar.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/amadeo-de-souza-cardoso_untitled-boats-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andr-lhote_le-port-de-bordeaux-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andr-lhote_sur-la-terrasse-1945.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andre-derain_a-village.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andre-derain_vista-de-saint-paul-de-vence-1910.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andre-masson_birds-and-masks.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/andre-masson_reclining-nude-1956.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_churches-new-jerusalem-1917.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_gursuf-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_landscape-with-dry-trees-and-tall-buildings-1920.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_landscape-with-white-house-and-the-yellow-gate-1922.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_saint-basil-s-cathedral-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_the-gate-with-a-tower-new-jerusalem.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_tverskoi-boulevard-1917.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/aristarkh-lentulov_victory-battle-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/arshile-gorky_the-raven-composition-no-3.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/auguste-herbin_landscape-in-ceret-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/auguste-herbin_villaggio-di-collina.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/carlos-merida_faces.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/charles-sheeler_still-life-1925.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/conrad-marca-relli_la-citt-1951.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/corneliu-michailescu_harlequins.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/corneliu-michailescu_still-life-with-fruits.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/corneliu-michailescu_still-life-with-grapes-and-carafe.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-bomberg_racehorses-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_advent-of-spring-and-summer-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_at-the-siberian-village-1931.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_bridge-repetition-of-composition-of-1911.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_broadway-new-york.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_cubo-futurist-composition.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_farmer-and-his-wife-out-for-a-stroll.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_futuristic-composition.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_horses-1908-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_japan-and-america-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_landscape-with-a-carriage-and-a-mill-a-landscape-from-four-points-of-view.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_sunrise-on-the-steppes.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_three-woman-1930.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_untitled-view-of-village-from-all-sides.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_vase-with-flowers.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_wind.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_woman-with-four-eyes-and-hen-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/david-burliuk_workers-1922.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/diego-rivera_view-of-toledo-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/diego-rivera_zapatista-landscape-the-guerrilla-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/el-lissitzky_flying-sun-1916.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/el-lissitzky_reminiscence-of-ravenna-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_a-b-c-1927.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_composition-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_contrast-of-forms-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_fishermen-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_the-great-tug-1923.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_the-house-under-the-trees-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_the-mask-negro.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/fernand-leger_three-characters-1924.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/franz-marc_in-the-rain-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/franz-marc_stables-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/franz-marc_the-enchanted-mill-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_cafe-bar-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_checkerboard-tivoli-cinema-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_plate-and-fruit-dish-1908.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_still-life-with-le-jour-1929.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_the-musician-s-table-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/georges-braque_violin-and-sheet-music-on-a-table-petit-oiseau-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/gino-severini_flowers-and-masks-1930.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/giuseppe-santomaso_la-graticola-1948.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/gosta-adrian-nilsson_phone-box-i-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/gosta-adrian-nilsson_still-life-1923.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/gosta-adrian-nilsson_stockholm-fr-n-atelj-n-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/henri-laurens_composition-1916.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/henri-laurens_femme-allong-e-au-bras-lev-1950.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/henri-laurens_la-grande-musicienne-1937.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jacques-villon_composition-1947.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jacques-villon_rider-in-the-ring-1952.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jean-hugo_table-de-jeu-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jean-metzinger_the-village-1918.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/johannes-itten_der-bachs-nger-helge-lindberg-1916.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/johannes-sveinsson-kjarval_hvitasunnudagr-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/john-marin_stonington-maine-1923.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_a-pot-of-geraniums-1915.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_bottle-and-glass-on-a-table-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_bottle-glass-and-newspaper.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_clown.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_figs.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_flowers-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_fruit-bowl-and-fruit.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_fruit-bowl-with-bottle.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_glass-and-bottle.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_grapes-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_guitar-and-pipe-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_harlequin-at-a-table-1919.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_pears-and-grapes-on-a-table-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_tea-cups-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_the-bottle-of-anis-del-mono-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_the-mountain-le-canigou-1921.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_the-reader-1926.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_the-three-masks-1923.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_the-violin-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/juan-gris_tobacco-newspaper-and-bottle-of-wine-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/julio-gonzalez_fantastic-figure-1937.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jury-annenkov_portrait-of-vsevolod-meyerhold-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/jury-annenkov_storming-the-winter-palace-1920.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/karl-knaths_cylinders-1944.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/karl-knaths_frightened-deer-in-moonlight-1932.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/karl-knaths_rye-bread.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/karl-knaths_shacks-1964.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_carpenter-1911.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_carpenter-1929.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_cubo-futurist-composition-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_death-of-the-man-on-the-airplane-and-on-the-train-at-the-same-time-illustration-for-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_death-of-the-mounted-general-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_floor-polishers-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_guard-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_lady-on-a-tram-station-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_peasant-woman-with-buckets-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_peasant-woman-with-buckets-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_pilot-1913-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_pilot-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_portrait-of-ivan-kliun-1913-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_portrait-of-ivan-kliun-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_prayer-1913-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_reaper-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_station-without-a-stop-kunzevo-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_the-crew-on-the-move-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/kazimir-malevich_the-knifegrinder-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/konstantinos-parthenis_the-night-responds-to-my-complaints-1933.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lajos-tihanyi_still-life-with-pipe-1923.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lasar-segall_brazilian-landscape-1925.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/le-corbusier_taureau-i-1961.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-marcoussis_poire-verte-et-couteau-1941.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-marcoussis_still-life-with-envelope.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-marcoussis_still-life-with-ephemeris-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-marcoussis_the-large-fly-1937.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-marcoussis_viareggio-la-depeche-de-toulouse.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/louis-schanker_forms-in-action-1941.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lyonel-feininger_gelmeroda-iii-1913.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lyonel-feininger_gelmeroda-ix-1926.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lyonel-feininger_the-cathedral-1920.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/lyubov-popova_sketch-for-portrait.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/m-c-escher_not_detected_204650.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/m-h-maxy_organ-grinder-1940.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/m-h-maxy_st-george-place-in-crotches-1935.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/man-ray_hills.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/man-ray_untitled-1.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marc-chagall_composition-with-goat-1917.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marc-chagall_cubist-landscape-1918.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marc-chagall_the-smolensk-newspaper-1914.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marc-chagall_the-soldier-drinks-1912.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marcel-janco_caf-concert-1927.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marcel-janco_still-life.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marevna-marie-vorobieff_port-of-stockholm-1962.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/marevna-marie-vorobieff_study-of-a-dead-crow-1955.jpg,1,Cubism
train,/content/bostongene_project/image_classification_project/data/processed/train/Cubism/mario-sironi_the-plane.jpg,1,Cubism
